% # columns="iteration, evaluation, void, void, void, xmean", seed=649140, Tue Nov 18 17:35:01 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 119.26053704636409 -3.6164137837126296 0.20810021933281292 -4.446290837474936 -4.4455734133546 -1.2908628060851068 -7.462413567599637 -7.332884318187472 -7.159148063192554 0.0018734050699947503 0.5176966475228839 -0.003811534808618875 -0.5945488565832189 0.3594838337880804 -0.35195468772273797
2 24 0 0 0 118.97360103469141 -3.718375282294846 0.2143980649557904 -4.558986074465064 -4.184081934006054 -1.7220438897819939 -7.586039194644699 -7.28002830074766 -7.275131581144425 0.05920762040981636 0.3702876646389524 -0.2678795453610909 -0.593953866547849 -0.01974505518872334 -0.09464674772895083
3 36 0 0 0 118.96228827981972 -3.4118742655178083 0.2081902447583645 -4.556198376894996 -4.562771618021328 -1.2801919291523904 -7.67623869585562 -6.811770673311365 -7.689987423212058 -0.06409402160940122 0.29482338797453755 -0.4747937487755141 -0.5983301972060664 -0.24460075711957177 0.49065028633078533
4 48 0 0 0 119.00587789831319 -3.1908808927217773 0.07971087047090193 -4.63230894510571 -4.4307362261243295 -1.3825573688893962 -7.71042120743738 -6.869731808392023 -7.6960256033746255 0.2026823795796877 0.15225962364446347 -0.2832696875853643 -0.31699352007125486 -0.02273675207331879 0.3705571088074183
5 60 0 0 0 119.28329714501588 -3.1873143898385474 0.09333417256074507 -4.2787678590230485 -4.467113361805487 -1.1246063898556857 -7.634484085910772 -6.431812503256177 -7.466027459695197 0.19186661713016268 -0.08387914902842385 -0.35024869393801794 0.05197657425319104 0.0017509537111759102 0.7854790762667476
6 72 0 0 0 119.31051880315658 -2.924799805772299 0.012105362788343413 -4.496333260653861 -4.493174735731147 -0.8565656159123968 -7.544985290944695 -6.463370870435437 -7.265661148935086 0.24664676232058197 -0.08371964367183311 -0.28720219801690894 -0.09808411427763963 0.10608748057260806 0.712466242494751
7 84 0 0 0 119.51661358460875 -2.564033746596367 0.14483053576499216 -4.443837994931977 -4.672901653351656 -0.6530566165463468 -7.595082524794358 -6.161955809650967 -7.744604017386213 0.3207531356785095 0.07355694948212947 -0.4079505065741328 0.1202442915578409 -0.3099369538334104 0.9731105908210194
8 96 0 0 0 119.46808651265684 -2.176810790126045 0.17188892790884092 -4.335668540106066 -4.484285014060087 -0.1951307717075733 -7.6770798662867294 -6.407518485806083 -7.8189058422086415 0.1720551768374786 0.2022569650058623 -0.14390397954242798 -0.06696241419484054 -0.07034893787639757 1.1260777510282631
9 108 0 0 0 119.57522551920675 -1.9144338133399117 0.11426606945460846 -4.489530395545284 -4.815377788162671 0.1386293976254255 -7.976914324896621 -6.744936625744679 -7.889008713892574 0.2416963381678928 0.1318551279798932 -0.3972157876311174 -0.04146106337551381 -0.16944791804795395 1.4028778285767922
10 120 0 0 0 119.16592363443509 -1.5293664569538614 0.15499150040650306 -4.598774856881842 -4.771161753986449 0.4916190969349175 -8.128253679112026 -6.417451878128373 -8.16433208424596 -0.08130387641736088 0.14145285786426925 -0.1769697700115903 0.040803303396685274 -0.19894278395989853 1.183314473972525
